,gender,name,id,known_for_department,popularity
nm0897354,0,Jaume Vilalta,67055,Editing,0.6
nm2123102,0,Eran Creevy,999760,Writing,0.6
nm1989734,0,Rory Aitken,999762,Production,0.6
nm1532744,0,Ben Pugh,999764,Production,0.6
nm3116470,1,Maanvi Gagroo,1288206,Acting,0.98
nm5111948,0,Atul Kumar,1517760,Acting,0.6
nm2391751,0,Abhishek Pathak,1323051,Production,0.6
nm3389135,0,Navinder Pal Singh,1325783,Directing,0.6
nm8833077,2,Raj B Shetty,1906560,Writing,0.6
nm1928515,2,Joseph Julian Soria,73127,Acting,2.89
nm1659903,2,Eric Eisner,73135,Production,0.6
nm2811837,2,Leonid Rozhetskin,73136,Production,0.6
nm0219965,2,Roderick Deogrades,85964,Editing,0.6
nm0817807,2,Peter Spence,569509,Acting,0.6
nm0833373,0,Marc Strange,107752,Acting,1.38
nm2797152,2,Gage Munroe,119251,Acting,1.62
nm0671640,2,Nick de Pencier,117459,Production,0.6
nm0002938,1,Jane Tattersall,1018349,Sound,0.98
nm1543455,1,Chiwa Saito,81245,Acting,0.794
nm1040968,2,Masakazu Morita,78402,Acting,1.708
nm1948682,2,Hiroki Yasumoto,216448,Acting,1.01
nm0994244,2,Noriyuki Abe,90048,Directing,0.694
nm0812228,0,Masashi Sogo,90049,Writing,0.6
nm1818197,2,Tite Kubo,122516,Writing,1.4
nm0879963,0,Junichi Uematsu,71432,Editing,0.6
nm1508003,2,Gong Yoo,150903,Acting,2.134
nm1869756,1,Jung Yu-mi,127720,Acting,2.174
nm0453605,1,Kim Mi-kyeong,587632,Acting,1.96
nm6771505,1,Lee Bong-ryeon,2133921,Acting,0.6
nm1258512,0,Vibha Singh,227366,Writing,1.38
nm3258929,0,Sai Kabir,571494,Writing,0.6
nm1026161,2,Dan Payne,85505,Acting,3.223
nm0318744,1,Thea Gill,78237,Acting,1.96
nm1263747,2,Charlie David,85506,Acting,0.84
nm1231522,2,Derek Baynham,85507,Acting,0.6
nm2559612,0,Chip Hale,85509,Directing,0.6
nm0515217,0,Alice Brooks,1001924,Camera,0.6
nm1437125,1,Victoria Profeta,96744,Acting,1.317
nm1401803,2,Naveen Chathappuram,969145,Production,0.6
nm1186564,0,Jesse Voccia,1094388,Sound,0.6
nm0870304,2,Jeff Toyne,1108748,Sound,0.98
nm3309176,0,Jeremy Dozier,1316689,Acting,0.6
nm3988847,0,Zach Lasry,1281307,Acting,0.694
nm0843281,2,Abe Sylvia,559299,Writing,0.6
nm1707602,0,Rachel Cohen,66207,Production,0.6
nm1551399,2,Charles Pugliese,967921,Production,0.6
nm0666508,2,George Pattison,1232562,Crew,0.6
nm0231918,1,Emily Donahoe,979295,Acting,1.094
nm1011812,1,Diane Neal,65639,Acting,2.512
nm3485655,1,Stylist B.,1942350,Acting,0.6
nm1538885,0,Alan Donnes,1338324,Writing,0.6
nm0316974,0,George Gibson,556883,Crew,0.6
nm0921214,0,Marco Werba,1305004,Sound,0.6
nm0665235,1,Elsa Pataky,73269,Acting,4.054
nm0583951,2,Robert Miano,62715,Acting,2.744
nm0013138,2,Jim Agnew,103046,Writing,1.38
nm1396093,2,Sean Keller,103047,Writing,1.4
nm0697572,2,Rafael Primorac,103048,Production,0.6
nm0571375,2,Joseph McKenna,141458,Acting,0.6
nm1570774,1,Wynn Everett,203734,Acting,0.852
nm1653753,2,Paul King,1240435,Directing,0.6
nm1286491,0,Michael Bond,1243426,Writing,0.6
nm1191618,2,Mick Øgendahl,83257,Acting,1.4
nm1350587,0,Rasmus Heide,89956,Directing,1.4
nm1355051,0,Ronnie Fridthjof,1078982,Production,0.6
nm0657864,0,Jan Pallesen,1078984,Crew,0.6
nm1173504,0,Martin Wehding,1150400,Editing,0.6
nm0160049,0,Luci Christian,201838,Acting,0.658
nm2568279,2,Kenji Nagasaki,1307036,Directing,0.624
nm0475853,2,Yousuke Kuroda,116681,Writing,1.094
nm2963873,2,Victor Gojcaj,84318,Acting,0.6
nm0006670,0,Paul F. Tompkins,1219029,Acting,0.865
nm0881131,2,Brian Unger,1219297,Acting,1.38
nm3490475,0,Gary Cohan,554517,Acting,0.6
nm3490873,0,Robert Gore,554518,Acting,0.6
nm3510596,0,Sean Tabibian,554519,Production,0.6
nm0088392,2,Michael Blieden,91610,Directing,0.6
nm0132185,0,Alex Campbell,202127,Acting,0.6
nm2289018,0,Walker Young,554514,Sound,0.6
nm1076791,0,Brandon Hickman,554515,Crew,0.6
nm1055547,0,Alexis Hanawalt,554516,Editing,0.6
nm3603448,0,Bea Viegas,1331372,Acting,0.6
nm1564103,1,Belén Fabra,81160,Acting,1.754
nm0596668,2,Christian Molina,81159,Directing,0.6
nm1871555,0,Valérie Tasso,84771,Writing,0.828
nm0897930,0,Marivi de Villanueva,567324,Production,0.6
nm0974169,2,James Cotten,115090,Editing,1.4
nm0131064,2,Art Camacho,112159,Acting,0.6
nm1950018,0,R. Ellis Frazier,115091,Directing,0.6
nm2782649,0,Geoffrey Ross,1367286,Production,0.6
nm0338965,2,Steve Greener,70781,Production,0.6
nm0424819,2,Corey Johnson,17199,Acting,1.042
nm0401960,2,Ted Humphrey,81826,Production,1.96
nm0897348,0,Farhad Vilkiji,574874,Art,0.6
nm1288981,0,Hosein Yari,228097,Acting,1.38
nm0038167,2,Jamshid Hashempur,1184719,Acting,0.968
nm2202052,0,Rasool Mollagholi Poor,1471090,Directing,0.6
nm2488946,0,Arya Aziminejad,1393235,Sound,0.6
nm0853731,2,David Tedeschi,53395,Editing,0.6
nm1450072,0,Olivia Harisson,229120,Acting,0.6
nm0449027,0,Martin Kenzie,1394783,Camera,0.6
nm5654463,2,Ashok Selvan,1187398,Acting,0.6
nm3277309,1,Ritika Singh,1504436,Acting,0.972
nm4043111,2,Vijay Sethupathi,1123766,Acting,1.4
nm7228782,2,Leon James,1455511,Sound,0.6
nm0652089,1,Emily Osment,82785,Acting,2.716
nm0004854,2,Billy Ray Cyrus,78887,Acting,3.061
nm1489118,0,Jason Earles,54594,Acting,2.632
nm0073504,2,Dan Berendsen,87581,Writing,1.62
nm0689954,2,Michael Poryes,1217142,Writing,1.052
nm0002283,2,Rodney Taylor,964791,Camera,0.6
nm0571964,2,Ray McKinnon,1472,Acting,2.184
nm0324658,2,Walton Goggins,27740,Acting,4.135
nm1802374,2,Scott Teems,125032,Writing,0.6
nm2793287,2,William Gay,125033,Writing,0.6
nm1413530,1,Laura D. Smith,1099032,Production,0.6
nm2791225,2,Arthur Berning,74721,Acting,1.22
nm2639419,1,Ida Elise Broch,74720,Acting,0.694
nm2792736,2,Ole Christoffer Ertvaag,74719,Acting,1.562
nm0471622,2,Stian Kristiansen,74724,Directing,0.6
nm1123929,2,Tore Renberg,74725,Writing,0.629
nm0845306,2,Yngve Sæther,79970,Production,0.6
nm0406053,0,Trond Høines,147696,Camera,0.6
nm1724323,1,Jayma Mays,34195,Acting,2.952
nm2263115,1,Raini Rodriguez,78436,Acting,1.536
nm0048169,0,Nick Bakay,78435,Acting,1.4
nm3170495,2,Ali Fazal,492791,Acting,1.708
nm6798708,1,Shriya Pilgaonkar,2176508,Acting,0.98
nm2771295,1,Barkha Singh,1696240,Acting,0.6
nm1492802,0,Shashanka Ghosh,1364929,Directing,0.6
nm0157157,0,Jonathan Chibnall,66740,Editing,0.6
nm0629653,1,Marisol Nichols,84457,Acting,2.259
nm3057328,0,Vincent Miller,84458,Acting,0.6
nm2149083,2,Dan Keston,63994,Production,0.6
nm0202361,0,Gerhard Daum,1458889,Sound,0.6
nm0327466,2,Dana Gonzales,963861,Camera,0.6
nm0303108,2,Roland Gallois,968946,Editing,0.6
nm1549295,2,Harrison Gilbertson,127281,Acting,3.846
nm3101039,2,Harry Cook,127282,Acting,0.6
nm0484108,2,Andrew Lancaster,127279,Sound,0.6
nm0136093,2,Brian Carbee,127280,Writing,0.6
nm2447927,0,Benjamin Forkner,1442575,Production,0.6
nm2803289,2,Gus Krieger,86535,Production,0.6
nm1159180,2,Ed Helms,27105,Acting,5.449
nm0203759,0,Ian Davies,1512677,Editing,0.6
nm0272252,2,Peter Ferdinando,109833,Acting,1.171
nm3943296,0,Greg Kam,1157298,Acting,0.6
nm0344038,0,Ricky Grover,109834,Acting,0.98
nm1976116,2,Gerard Johnson,109837,Directing,0.6
nm2430702,2,Dan McCulloch,1216403,Production,0.6
nm0425777,2,Matt Johnson,1239524,Acting,0.6
nm0231283,2,John Doman,4735,Acting,0.84
nm3504430,1,Faith Wladyka,968528,Acting,0.6
nm0161834,2,Derek Cianfrance,139098,Directing,0.98
nm0193387,0,Joey Curtis,1117290,Writing,0.6
nm2337556,1,Cami Delavigne,549018,Writing,0.6
nm2796716,0,Joseph Delaney,1123892,Writing,0.6
nm0619187,2,Tomoya Nagase,83660,Acting,1.105
nm1867502,2,Yuri Chinen,83661,Acting,0.98
nm1622836,2,Masahiro Andou,107045,Directing,0.694
nm0847432,0,Fumihito Takayama,1188173,Writing,0.6
nm2013149,2,Naoki Satou,1537405,Sound,0.6
nm2184082,0,Yohei Miyahara,1307439,Crew,0.6
nm1013318,1,Jenni Baird,80664,Acting,0.6
nm0491357,2,Dan Lauria,29774,Acting,2.068
nm2806236,2,Steven P. Fisher,80669,Writing,0.6
nm0006068,0,Louis Febre,68358,Sound,0.6
nm0610315,2,David Moxness,1098881,Camera,0.6
nm0508356,1,Li Bingbing,109432,Acting,7.78
nm6155283,0,Darshan Apoorva,1478298,Acting,0.6
nm1748588,1,Pavitra Lokesh,1264046,Acting,1.4
nm2802722,2,Beau Willimon,64817,Writing,1.019
nm1615109,2,Nicholas Britell,1533516,Sound,0.828
nm0788972,2,Roee Sharon,61844,Production,0.6
nm2805380,2,Michael Nitsberg,1015620,Writing,0.6
nm2806453,2,Alexander Leyviman,1015621,Production,0.6
nm0724345,2,Steve Richards,39726,Production,0.98
nm8709489,1,Julia Wieniawa-Narkiewicz,2068758,Acting,0.716
nm2287973,0,Jan Kwiecinski,1063506,Production,0.6
nm3833565,0,Li Zhou,1335458,Production,0.6
nm1981215,2,Fan Wei,134029,Acting,1.978
nm0620024,2,Hideo Nakaizumi,92014,Acting,0.6
nm3831972,0,Hong Qin,1335456,Production,0.6
nm3832168,0,Andy Zhang,1335457,Production,0.84
nm0302780,2,Florian Gallenberger,46680,Writing,1.4
nm0389385,2,Mischa Hofmann,49301,Production,0.6
nm1921239,2,Jan Mojto,1391239,Production,NaN
nm1353748,2,Paul Campbell,62909,Acting,1.55
nm2810280,0,Marc Fienberg,1173588,Writing,0.6
nm0490094,0,Jim Latham,1270202,Sound,0.6
nm1436017,2,Gavin Kelly,966927,Camera,0.98
nm1354449,2,Henri Blomberg,79756,Camera,0.6
nm0899476,2,Ville Virtanen,79757,Acting,3.882
nm0459529,0,Viktor Klimenko,79758,Acting,0.6
nm2196693,0,Rain Tolk,79759,Acting,0.84
nm0296807,0,Jesse Fryckman,79749,Production,0.6
nm1803932,2,Panu Aaltio,79755,Sound,0.6
nm1465617,0,Nesty Ramirez,1373569,Acting,0.6
nm0673824,2,Sergio Peris-Mencheta,78994,Acting,5.181
nm0824600,2,Jon Gary Steele,11877,Art,1.164
nm0004694,1,Christina Aguilera,53397,Acting,2.053
nm1307940,1,Scarlett Alice Johnson,113971,Acting,0.98
nm2760664,2,Jacob Anderson,964792,Acting,0.649
nm2427683,0,Chad Hobson,1196692,Sound,0.6
nm0063800,2,Noah Bean,111945,Acting,2.744
nm0515207,1,Ruth Livier,155868,Acting,0.608
nm0712404,1,Lorna Raver,95696,Acting,1.4
nm0193344,0,Grant Curtis,7628,Production,0.6
nm0217716,2,Michael DeLorenzo,52422,Acting,2.523
nm0814786,2,Dror Soref,88576,Writing,0.98
nm1497546,2,Tomás Romero,1377386,Writing,0.6
nm0285495,2,Alan Ford,1116,Acting,1.96
nm1190360,2,Dimitar Mitovski,1255962,Directing,0.6
nm2588226,0,Marco Antonio Aguirre,1277011,Acting,0.6
nm1560977,2,Cary Joji Fukunaga,87257,Directing,2.109
nm1136263,0,Adriano Goldman,52530,Camera,0.6
nm0466861,1,Dina Korzun,105668,Acting,5.469
nm0776193,2,Armand Schultz,19851,Acting,1.4
nm1754436,1,Sophie Barthes,108346,Directing,0.98
nm1578528,2,Daniel Carey,436271,Production,0.6
nm2714790,1,Elizabeth Giamatti,966050,Production,0.6
nm0376712,2,Bruce Hendricks,2443,Production,0.6
nm0720085,2,Arthur F. Repola,735,Production,0.6
nm1336595,2,Demetri Martin,84075,Acting,1.02
nm0329094,2,Henry Goodman,7030,Acting,1.736
nm0382503,2,Edward Hibbert,84249,Acting,1.795
nm0862580,0,Elliot Tiber,1127684,Writing,1.38
nm2988802,0,Tom Monte,1127685,Writing,0.6
nm0182472,1,Celia D. Costas,4183,Production,0.6
nm2597963,2,Takahiro Nishijima,100764,Acting,0.6
nm2098603,1,Hikari Mitsushima,100765,Acting,1.628
nm2747232,1,Sakura Ando,100766,Acting,2.779
nm2676743,2,Yutaka Shimizu,1405564,Acting,0.84
nm0880854,0,Haruo Umekawa,1267682,Production,0.6
nm2422977,0,Tomohide Harada,1263346,Sound,0.6
nm2848533,2,Ken Bevel,525139,Acting,1.4
nm2848787,2,Stephen Dervan,970275,Acting,0.6
nm1117098,2,David Nixon,114614,Directing,0.6
nm0072610,2,Perry Benson,59076,Acting,0.652
nm0587106,0,Dido Miles,84267,Acting,0.6
nm2316879,0,Olga Fedori,84268,Acting,0.6
nm2498904,0,Ainsley Howard,84269,Acting,0.694
nm1377658,0,Steven Sheil,84265,Writing,0.6
nm2644818,0,Lisa Trnovski,1312188,Production,0.6
nm0172767,0,Jonathan Bloom,1141533,Crew,0.6
nm2816195,0,Leo Scott,1385905,Editing,0.6
nm1297406,0,Jean-Baptiste Morin,1345865,Editing,0.828
nm3262029,0,André Lubrano,147060,Acting,0.6
nm3240092,0,Blaise Fournier,147061,Acting,0.6
nm3259550,0,Vincent Fournier,147062,Acting,0.6
nm0897399,0,Stéphane Vilar,1166204,Sound,0.6
nm1999695,0,Ryan Leach,928442,Sound,0.84
nm1381367,2,Nikola Rakočević,228763,Acting,1.4
nm1387240,0,Viktor Savić,226141,Acting,0.84
nm0636942,1,Bojana Novaković,81682,Acting,3.195
nm1194496,0,Stevan Filipović,228762,Writing,0.919
nm1748550,0,Staša Koprivica,1051205,Writing,1.094
nm1926599,0,Nataša Vranješ,1051209,Writing,1.4
nm2203226,0,Branislav Jević,1455007,Production,0.6
nm2013159,0,Wanda Lust,1113277,Acting,3.787
nm2006573,2,Jordan Downey,1113259,Directing,0.6
nm2631847,2,Kevin Stewart,1113261,Camera,0.714
nm3130063,1,Natalya Rudakova,75036,Acting,1.116
nm0576298,2,Olivier Megaton,75035,Directing,2.919
nm2336073,0,Susan Butler,115100,Writing,0.6
nm3629435,0,Mary S. Lovell,115101,Writing,0.6
nm0355024,2,Tony Hale,25147,Acting,1.792
nm3488879,0,Lucas McHugh Carroll,1487546,Acting,0.6
nm1141272,2,Kurt Eichenwald,106936,Writing,0.6
nm0105946,0,Howard Braunstein,144599,Production,0.6
nm1739929,0,Peter Harness,1240507,Writing,0.98
nm0752084,2,Mark Rutledge,971793,Camera,0.6
nm0835001,2,Johnny Strong,12796,Acting,2.512
nm1592281,2,Kevin Phillips,150666,Acting,1.578
nm0442287,2,William Kaufman,228177,Directing,1.932
nm0608582,0,Jay Moses,1187847,Writing,0.98
nm0050226,2,Ron Balicki,1195345,Acting,1.4
nm1303885,0,Mark Andrew Clark,1195346,Production,0.6
nm0593238,0,Colby Mitchell,1195347,Production,0.6
nm0091083,0,Valérie Bodson,1147035,Acting,0.84
nm0812223,2,Hervé Sogne,587137,Acting,0.98
nm1333798,2,Mabrouk El Mechri,74924,Directing,1.4
nm1354560,0,Frédéric Benudis,74925,Writing,0.6
nm1176687,0,Frédéric Taddeï,1123351,Writing,0.6
nm0712257,0,Vincent Ravalec,1123352,Writing,1.38
nm1290014,0,Christophe Turpin,1093961,Writing,0.98
nm0876146,0,Laurent Tuel,78489,Directing,0.6
nm3709364,0,Simon Moutairou,78492,Writing,0.694
nm1668171,0,Laurent Turner,78491,Writing,1.38
nm2730580,2,Sam Reid,589650,Acting,2.503
nm0192984,0,Paul Currie,1319499,Production,0.6
nm2089442,0,Todd Stein,1319500,Writing,0.6
nm2914162,0,Nathan Parker,89287,Writing,0.63
nm1103398,0,Steve Hutensky,67482,Production,0.6
nm0034502,0,Steven Argila,1323626,Sound,0.6
nm5759095,0,Saahil Sehgal,1937388,Acting,0.6
nm2897438,0,Jeff Dorchen,1323624,Writing,0.6
nm2899421,0,Danny Thompson,1323625,Writing,0.6
nm0382781,1,Emma E. Hickox,57087,Editing,0.714
nm0352905,0,Michael Hadley,1370854,Acting,0.6
nm0239277,2,Daniel Dubiecki,52448,Production,0.6
nm2949993,0,Vincent Messina,1467538,Acting,0.6
nm0642041,2,Morgan O'Neill,75753,Writing,0.6
nm0508025,2,Paul Leyden,1181315,Writing,0.6
nm1312724,2,David Gambino,979152,Production,0.6
nm1335387,2,Prithviraj Sukumaran,117690,Acting,3.152
nm0579756,2,Biju Menon,584764,Acting,2.883
nm2819123,0,Sachy,1091293,Writing,1.4
nm1498355,2,Ranjan Abraham,1071572,Editing,0.652
nm0093131,2,Matthias Bolliger,53854,Camera,0.6
nm2820449,2,Volkan Özcan,53842,Acting,0.6
nm2820916,2,Reyhan Sahin,53843,Acting,0.6
nm1641324,2,Özgür Yildirim,53847,Directing,0.6
nm0297083,1,Ewa Fröling,46866,Acting,4.171
nm2297183,2,Stieg Larsson,73799,Writing,NaN
nm0836673,2,Søren Stærmose,577400,Production,NaN
nm0352524,2,David Hackl,2679,Art,0.6
nm0338169,2,Michael Green,191937,Writing,3.004
nm0973233,2,Marc Guggenheim,171830,Writing,2.014
nm0329023,2,Brian Goodman,80978,Acting,0.886
nm0615209,2,Paul T. Murray,80980,Writing,1.96
nm2196058,2,Andy Ostroy,989762,Acting,0.6
nm0220881,1,Jaclyn DeSantis,171732,Acting,0.6
nm1643006,2,John Carter,1741919,Directing,0.648
nm1776856,2,Scott Schafer,559030,Writing,0.6
nm0690134,0,David Pomier,113826,Production,0.6
nm1426355,0,Duncan Ward,132572,Directing,0.6
nm2819588,2,Danny Moynihan,132573,Writing,0.694
nm2002501,0,Kami Naghdi,60838,Production,0.6
nm0800097,2,Christopher Simon,80689,Acting,0.98
nm1256145,2,Andrew McAllister,76052,Editing,0.6
nm2819464,1,Janette Armand,115429,Acting,0.6
nm2825446,2,Doug Fahl,115430,Acting,0.6
nm2819550,2,Cooper Hopkins,115431,Acting,0.828
nm1428690,2,Russell Hodgkinson,115433,Acting,0.968
nm2176784,2,Kevin Hamedani,115627,Writing,0.6
nm2819452,2,Ramon Isao,115628,Writing,0.6
nm1458741,2,John Guleserian,967792,Camera,0.6
nm1253804,0,Ahmet Yamaci,1323034,Sound,0.6
nm0340490,0,Arvinder Grewal,15222,Art,0.98
nm0888022,2,Alan van Sprang,99183,Acting,3.031
nm1182008,1,Kathleen Munroe,168610,Acting,1.984
nm0668702,2,Joshua Peace,5925,Acting,1.725
nm0002711,2,Michael Doherty,949745,Editing,2.225
nm2093097,2,Chris Brown,31136,Acting,1.783
nm0525141,2,John Luessenhop,97026,Directing,1.102
nm0020901,2,Peter Allen,214886,Writing,0.6
nm3033474,0,Avery Duff,131977,Writing,0.6
nm0127429,2,Eugenio Caballero,16985,Art,0.6
nm0569640,1,Gretchen McGowan,1332258,Production,0.6
nm0293533,2,Morgan J. Freeman,66800,Directing,0.983
nm1441354,0,Katie L. Fetting,92435,Writing,0.6
nm1292502,0,Bingo Gubelmann,967198,Production,0.6
nm2803928,2,Benji Kohn,967199,Production,0.6
nm2823045,1,Julie Powell,1084625,Writing,0.6
nm0157463,0,Julia Child,1255853,Acting,0.6
nm2954422,0,Alex Prud'homme,1123816,Writing,0.6
nm0153779,2,Jeff Chase,56448,Acting,2.374
nm2823430,1,Marie N'Diaye,213450,Writing,0.6
nm1656178,0,Lucie Borleteau,213451,Acting,0.6
nm1089736,2,Toa Fraser,73875,Directing,1.614
nm1458800,0,Alan Harris,1363413,Production,0.6
nm1195574,2,Matthew Metcalfe,964698,Production,0.6
nm0958430,2,Josh Zuckerman,62816,Acting,1.591
nm1468739,1,Amanda Crew,58370,Acting,3.141
nm3041321,0,Andy Behrens,1319700,Writing,0.6
nm2145920,0,Bob Levy,1239497,Production,0.6
nm1573975,0,Leslie Morgenstein,74039,Production,0.694
nm5493310,0,Gilad Kahana,1414723,Acting,0.6
nm0654672,0,Amos Oz,583777,Writing,0.6
nm1022001,2,Trent Opaloch,967026,Camera,0.6
nm3107870,2,David James,1071689,Acting,0.6
nm2271261,2,Jason Cope,82193,Acting,2.29
nm1410076,1,Nathalie Boltt,97599,Acting,0.84
nm0088955,2,Neill Blomkamp,82194,Directing,1.62
nm2833612,1,Terri Tatchell,82195,Writing,1.176
nm0795141,0,Clinton Shorter,62908,Sound,0.98
nm2010634,0,Ivet Corvea,145557,Acting,1.214
nm2466076,0,Cheryl Lyone,99625,Acting,1.048
nm2516630,2,John Winscher,1658156,Acting,0.6
nm2312398,0,Peter Tahoe,99626,Acting,0.6
nm2005138,0,Joseph Guzman,145569,Writing,0.6
nm2008034,0,Robert James Hayes II,145570,Writing,0.6
nm2107665,2,Liam Boyle,88322,Acting,0.6
nm0497966,0,Oliver Lee,97581,Acting,0.608
nm0593786,0,Tony Mitchell,32838,Directing,0.6
nm1349387,0,Mark Elliott ,931437,Directing,0.6
nm6714979,1,Camila Morrone,1932304,Acting,0.828
nm2661138,1,Jenny Gulley,1098578,Acting,0.6
nm0330751,1,Kristin Gore,38794,Writing,0.6
nm0799052,2,Matt Silverstein,116078,Writing,1.052
nm1001124,2,Dave Jeser,116077,Writing,1.4
nm2406731,2,Bryan Fogel,1208891,Writing,3.063
nm0598531,2,Mark Monroe,94816,Writing,1.4
nm1812816,0,Thor Halvorssen Mendoza,1236275,Acting,0.6
nm1642839,0,Adam Peters,1046764,Sound,0.6
nm3550927,0,James Leche,1782146,Writing,0.6
nm0465546,0,Ricky Koole,46468,Acting,1.473
nm3316142,0,Sergio Hasselbaink,237150,Acting,0.98
nm0676577,0,Maria Peters,127920,Writing,0.982
nm3836274,0,Annejet van der Zijl,237146,Writing,0.6
nm0886019,0,Pieter Van de Waterbeemd,237149,Writing,0.6
nm0692583,0,Hans Pos,1134193,Production,0.6
nm0775090,0,Dave Schram,568662,Directing,0.6
nm3494226,2,Spencer Hudson,117994,Acting,0.6
nm1044494,2,David Hollander,77365,Writing,1.214
nm1386280,0,Sean McElwee,1203818,Camera,0.6
nm1555340,1,Alison Brie,88029,Acting,5.201
nm2400555,0,Mel Eslyn,1417301,Production,0.6
nm1901728,0,Emily Topper,1169828,Camera,0.6
nm5300836,1,Lana Wilson,1140436,Directing,0.6
nm1365879,2,Morgan Neville,228643,Directing,0.982
nm3926614,0,Alex Somers,1494758,Sound,0.6
nm0288935,1,Crystal R. Fox,937317,Acting,1.041
nm0711118,1,Phylicia Rashād,119598,Acting,2.203
nm2620667,1,Bresha Webb,1377385,Acting,1.777
nm1419635,2,Mehcad Brooks,51684,Acting,1.96
nm1725195,0,Mark E. Swinton,1103615,Writing,0.6
nm1020698,0,Jay Weigel,1523311,Sound,0.6
nm1981319,0,Anders Anderson,129324,Directing,0.6
nm0850234,2,Glenn Taranto,18305,Acting,0.84
nm1863368,2,Devin Maurer,968992,Editing,0.6
nm0186521,2,Tony Cranstoun,16362,Editing,0.6
nm1019747,2,Mark Doherty,109976,Acting,0.828
nm1074508,1,Amy Huberman,84645,Acting,0.6
nm1669348,0,Susan Mullen,109981,Production,0.6
nm3667368,1,Misty Talley,1313033,Editing,0.6
nm6648061,1,Gabrielle Haugh,1679798,Acting,2.264
nm0807503,2,Brandon Smith,36637,Acting,1.03
nm0780655,0,Jake Seal,1170534,Production,0.6
nm3387157,2,Andrew Morgan Smith,589185,Sound,0.98
nm0370258,2,James Hawkinson,54846,Camera,0.6
nm0951148,1,Odette Annable,51992,Acting,3.573
nm2968765,0,Kåre Hedebrant,74382,Acting,2.062
nm2968351,1,Lina Leandersson,74383,Acting,0.6
nm0706537,2,Per Ragnar,74384,Acting,1.394
nm0196928,2,Henrik Dahl,74385,Acting,0.6
nm0512137,2,John Ajvide Lindqvist,74397,Writing,0.6
nm2587167,0,Carl Molinder,74399,Production,0.6
nm0635409,0,John Nordling,74400,Production,0.6
nm7487576,1,Büşra Develi,1584272,Acting,0.828
nm0880126,2,Özkan Uğur,106787,Acting,2.07
nm3392634,2,Vyacheslav Dusmukhametov,1251934,Writing,0.6
nm2161450,2,Miloš Biković,226139,Acting,4.435
nm2426728,2,Vadim Demchog,1127433,Acting,1.565
nm0645612,2,Ivan Okhlobystin,126863,Acting,2.192
nm6786155,1,Aleksandra Bortich,1441614,Acting,2.01
nm8706021,1,Darya Gratsevich,2016904,Writing,0.6
nm3894223,2,Taymuraz Badziev,2128919,Production,0.6
nm2609807,1,Kelly Fremon Craig,983909,Writing,0.6
nm0700443,1,Keshia Knight Pulliam,84206,Acting,2.974
nm2440000,2,Peter Sorg,1134467,Camera,0.6
nm0728125,2,Leonard Ripps,125441,Writing,1.4
nm0935721,2,Eric Winter,74409,Acting,2.137
nm2946831,1,Nicole Eastman,141439,Writing,0.6
nm2907292,0,Kimberly di Bonaventura,1493074,Production,0.6
nm1160472,2,Rossif Sutherland,58014,Acting,1.4
nm0946750,2,Gary Yates,103699,Directing,0.98
nm0532024,2,Lee MacDougall,103701,Writing,0.98
nm0143772,0,Brad Caslor,1261909,Directing,0.6
nm0617061,0,Mj Mynarski,1197076,Sound,0.6
nm1595523,2,Danny A. Abeckaser,131946,Acting,0.694
nm0038475,2,Kevin Asch,131945,Directing,0.6
nm0577826,0,Per Melita,223752,Production,0.6
nm1587475,0,Tory Tunnell,958239,Production,0.6
nm3202310,1,Katie Graham,966933,Directing,0.6
nm3268120,0,Lindsay Rowles Stephenson,1998912,Production,0.6
nm1692616,2,Bobby Tahouri,124715,Sound,0.6
nm1287649,0,Sabbir Khan,66829,Directing,0.6
nm2101751,0,Anvita Dutt Guptan,85030,Writing,0.6
nm1214657,2,Nick Zano,84076,Acting,1.194
nm0278767,2,Andrew Fiscella,65699,Acting,0.6
nm2092545,2,Bobby Campo,94421,Acting,1.384
nm0905944,1,Jasmin Wagner,986096,Acting,1.4
nm5673990,0,Michael David Pate,1338018,Writing,0.6
nm2855957,1,Rachele Brooke Smith,83274,Acting,2.597
nm0421670,1,Sarah Jayne Jensen,83277,Acting,1.052
nm1740381,1,Nicole Muñoz,1112033,Acting,3.588
nm0414924,2,Steven Jacobson,83275,Directing,0.6
nm0088627,0,Karen Bloch Morse,110925,Writing,0.972
nm0440017,1,Laura Karpman,52515,Sound,0.6
nm1259068,2,Josh Henderson,58963,Acting,0.919
nm1478996,1,Lauren Storm,74935,Acting,0.6
nm1238488,2,Derek Lee Nixon,297095,Acting,0.6
nm1430257,2,Scott S. Anderson,87808,Writing,0.6
nm2845157,0,Abraham Taylor,484890,Writing,0.6
nm2848131,2,Kåre Vestrheim,1427140,Sound,0.6
nm2064587,2,Nils Jørgen Kaalstad,589188,Acting,1.411
nm1773360,1,Josefin Ljungman,544705,Acting,1.38
nm1178594,2,Kyrre Hellum,95703,Acting,1.235
nm0803928,1,Jenny Skavlan,76925,Acting,0.98
nm0994299,2,Arild Fröhlich,579421,Directing,0.702
nm1570386,2,Dida Diafat,82450,Writing,1.094
nm0174302,0,Marie-Sohna Conde,7284,Acting,0.6
nm1847711,0,David Morlet,82446,Writing,0.6
nm2288376,0,Louis-Paul Desanges,82448,Writing,0.6
nm1064746,0,Alain Benguigui,1015258,Production,0.6
